"Cau_hoi","Dap_an","Embedding"
"Câu 25: Một con lắc lò xo thẳng đứng, độ cứng k = 100N/m. Lần lượt treo vào lò xo hai quả cầu khối lượng m1 và m2 thì thấy trong cùng một khoảng thời gian m1 thực hiện 3 dao động và m2 thực hiện 9 dao động. Còn nếu treo đồng thời hai quả cầu vào lò xo thì chu kì dao động của hệ là Giá trị của m1 và m2 là A. m1 = 0,3kg; m2 = 0,9kg. C. m1 = 0,9kg; m2 = 0,1kg. B. m1 = 0,9kg; m2 = 0,3kg. D. m1 = 0,1kg; m2 = 0,9kg.","",""
"Câu 26: Một con lắc lò xo khi treo vật có khối lượng m1 vào lò xo thì dao động với chu kì T1=0,3s. Thay m1 bằng vật khác có khối lượng m2 thì hệ dao động với chu kì T2. Treo vật có khối lượng m=m1+m2 vào lò xo đã cho thì hệ dao động với chu kì T = 0,5s. Giá trị của chu kì T2 là: A. 0,2s B. 0,4s C. 0,58s D. 0.7s","CON LẮC LÒ XO NẰM NGANG | CON LẮC LÒ XO NẰM NGANG CẤU TẠO | Gồm một lò xo nhẹ có độ cứng là k (N/m) gắn với một vật nặng khối lượng m (kg). Nếu bò qua ma sát thì dao động của con lắc lò xo là dao động điều hoà. HÌNH ẢNH PHƯƠNG TRÌNH CHU KÌ DAO ĐỘNG | Chu kì của con lắc tỉ lệ thuận với …………………………. của vật nặng, tỉ lệ nghịch …………………………………….. TẦN SỐ DAO ĐỘNG | - Tần số của con lắc tỉ lệ thuận với ………………………, tỉ lệ nghịch ………………… CHÚ Ý | Chu kì, tần số, tần số góc phụ thuộc vào cấu tạo của hệ (m, k) không phụ thuộc vào cách kích thích ban đầu. ĐỘNG NĂNG THẾ NĂNG | Thế năng của con lắc lò xo là thế năng đàn hồi của lò xo khi bị biến dạng. CƠ NĂNG TỈ SỐ QUAN TRỌNG CHIỀU DÀI LÒ XO ỨNG DỤNG | Đồng hồ cơ, cân bằng tải trọng, giảm chấn rung, cảm biến rung, các thiết bị đo đạc, tạo ra các dao động tần số cố định. CON LẮC LÒ XO TREO THẲNG ĐỨNG | CON LẮC LÒ XO TREO THẲNG ĐỨNG HÌNH ẢNH PHƯƠNG TRÌNH CHU KÌ DAO ĐỘNG | Chu kì của con lắc tỉ lệ thuận với căn bậc hai độ dãn lò xo VTCB TẦN SỐ DAO ĐỘNG | Tần số của con lắc tỉ lệ nghịch với độ dãn lò xo tại VTCB TẦN SỐ GÓC DAO ĐỘNG | Tần số góc của con lắc tỉ lệ nghịch với độ dãn lò xo tại VTCB CHIỀU DÀI LÒ XO",""
"Câu 1: Khi một điện tích dương q dịch chuyển điện từ cực âm sang cực dương bên trong một nguồn điện thì lực lạ thực hiện một công A. Suất điện động của nguồn điện được xác định bằng biểu thức nào sau đây? A. . B. . C. . D. .","",""
"Câu 2: Một nguồn điện có suất điện động được ghép với một mạch điện thành một mạch kín. Cường độ dòng điện chạy trong toàn mạch là I. Công của nguồn điện thực hiện trong khoảng thời gian t được xác định bằng biểu thức nào sau đây? A. . B. . C. . D. .","",""
"Câu 3: Kết luận nào sau đây đúng khi nói về tác dụng của nguồn điện? A. dùng để tạo ra và duy trì hiệu điện thế nhằm duy trì dòng điện trong mạch. B. dùng để tạo ra các ion âm. C. dùng để tạo ra các ion dương. D. dùng để tạo ra các ion âm chạy trong vật dẫn.","",""
"Câu 4: Khi nói về nguồn điện, phát biểu nào dưới đây sai? A. Mỗi nguồn có hai cực luôn ở trạng thái nhiễm điện khác nhau. B. Nguồn điện là cơ cấu để tạo ra và duy trì hiệu điện thế nhằm duy trì dòng điện trong đoạn mạch. C. Để tạo ra các cực nhiễm điện, cần phải có lực thực hiện công tách và chuyển các electron hoặc ion dương ra khỏi điện cực, lực này gọi là lực lạ. D. Nguồn điện là pin có lực lạ là lực tĩnh điện.","",""
"Câu 5: Nguồn điện tạo ra hiệu điện thế giữa hai cực bằng cách A. tách electron ra khỏi nguyên tử và chuyển electron và ion ra khỏi các cực của nguồn. B. sinh ra ion dương ở cực âm. C. sinh ra electron ở cực dương. D. làm biến mất electron ở cực dương.","",""
"Câu 6: Công của nguồn điện là A. lượng điện tích mà nguồn điện sinh ra trong . B. công của lực lạ làm dịch chuyển điện tích bên trong nguồn. C. công của dòng điện trong mạch kín sinh ra trong . D. công của dòng điện khi dịch chuyển một đơn vị điện tích trong mạch kín.","",""
"Câu 7: Panasonic Alkaline Remote Smart kay là pin kiềm chất lượng cao bền an toàn sử dụng cho các thiết bị micro, đàn ghita điện, đồ chơi. Trên pin có ghi (12V – 23A). Công của lực lạ khi dịch chuyển một lượng điện tích là 0,5C bên trong pin là từ cực âm đến cực dương bằng: A. 6 J. B. 5 J. C. 2 J. D. 4 J.","",""
"Câu 8: Khi dòng điện chạy qua đoạn mạch ngoài nối giữa hai cực của nguồn điện thì các hạt mang điện trong mạch chuyển động có hướng dưới tác dụng của lực A. Cu-lông. B. hấp dẫn. C. lạ. D. điện trường.","",""
"Câu 9: Khi dòng điện chạy qua nguồn điện thì các hạt mang điện ở bên trong nguồn điện chuyển động có hướng dưới tác dụng của lực A. Cu-lông. B. hấp dẫn. C. lạ. D. điện trường.","",""
"Câu 10: Mạch điện gồm một pin có suất điện động 1,5 V và điện trở trong 0,5 Ω nối với mạch ngoài là một điện trở 2,5 Ω. Cường độ dòng điện trong toàn mạch là A. 3,0A. B. 0,6 A. C. 0,5A. D. 2,0 A.","",""
"Câu 11: Một mạch điện gồm nguồn điện có suất điện động 3 V và điện trở trong 1 Ω. Biết điện trở ở mạch ngoài lớn gấp 2 điện trở trong. Cường độ dòng điện chạy trong đoạn mạch bằng: A. 0,5A. B. 1,0A. C. 2,0A. D. 3,0A.","",""
"Câu 12: Một nguồn điện có điện trở trong 0,1 được mắc với điện trở 4,8 thành mạch kín. Khi đó hiệu điện thế giữa hai cực của nguồn điện là 12 V. Cường độ dòng điện trong mạch là: A. 120 A. B. 12 A. C. 2,5 A. D. 25 A.","",""
"Câu 13: Một nguồn điện suất điện động 6 V mắc vào hai đầu một mạch điện tạo thành một mạch","kín. Cường độ dòng điện trong toàn mạch là 0,1 A. Công của nguồn điện khi nó hoạt động 5 phút là: A. 180 J. B. 3 J. C. 30 J. D. 120 J.",""
"Câu 14: Một nguồn điện có điện trở trong 0,5 được mắc với điện trở R = 4 thành mạch kín. Khi đó hiệu điện thế giữa hai cực của nguồn điện là 8 V. Suất điện động của nguồn điện là : A. 8,5 V. B. 11,75 V. C.9,0 V. D. 12,25 V.","",""
"Câu 15: Một điện trở R1 chưa biết giá trị được mắc song song với một điện trở R2 = 12 Ω. Một nguồn điện có suất điện động 24 V và điện trở trong r = 0 được nối vào mạch trên. Cường độ dòng điện chạy trong mạch chính bằng 4 A. Giá trị của điện trở R1 là A. 8 Ω. B. 12 Ω. C. 24 Ω. D. 36 Ω.","",""
"Câu 16: Đối với mạch điện kín gồm nguồn điện với mạch ngoài là điện trở thì cường độ dòng điện chạy trong mạch A. tỉ lệ thuận với điện trở mạch ngoài. B. giảm khi điện trở mạch ngoài tăng. C. tỉ lệ nghịch với điện trở mạch ngoài. D. tăng khi điện trở mạch ngoài tăng.","",""
"Câu 17: Đối với mạch điện kín gồm nguồn điện và mạch ngoài là điện trở thì hiệu điện thế mạch ngoài. A. tỉ lệ thuận với cường độ dòng điện chạy trong mạch. B. tăng khi cường độ dòng điện chạy trong mạch tăng. C. giảm khi cường độ dòng điện chạy trong mạch tăng. D. tỉ lệ nghịch với cường độ dòng điện chạy trong mạch.","",""
"Câu 18: Dùng một nguồn điện để thắp sáng lần lượt hai bóng đèn có điện trở R1 = 2 và","R2 = 8 , khi đó công suất tiêu thụ của hai bóng đèn là như nhau. Điện trở trong của nguồn điện là: A. 2 . B. 3 . C. 4 . D. 6 .",""
"Câu 19: Cho mạch điện với bộ nguồn có suất điện động 30 V. Cường độ dòng điện qua mạch là I = 3 A, hiệu điện thế hai cực bộ nguồn là U = 18V. Điện trở R của mạch ngoài và điện trở trong r của bộ nguồn là: A. R = 6,0 Ω, r = 4,0 Ω. B. R = 6,6 Ω, r = 4,4 Ω. C. R = 0,6 Ω, r = 0,4 Ω. D. R = 6,6 Ω, r = 4,0 Ω.","",""
"Câu 20: Biết rằng khi điện trở mạch ngoài của một nguồn điện tăng từ R1 = 2 Ω đến R2 = 12 Ω thì hiệu điện thế giữa hai cực của nguồn tăng gấp hai lần. Điện trở trong của nguồn điện đó là: A. 2,4 Ω B. 1,7 Ω. C. 3,0 Ω. D. 14,0 Ω.","",""
"Câu 21: Khi mắc vào 2 cực của nguồn điện điện trở R1 = 5 Ω thì cường độ dòng điện chạy trong mạch là I1 = 5A. Khi mắc vào giữa 2 cực của nguồn điện đó điện trở R2 = 2 Ω thì cường độ dòng điện chạy trong mạch là I2 = 8A. Suất điện động và điện trở trong của nguồn điện là A. = 40 V, r = 3 Ω. B. = 30 V, r = 2 Ω. C. = 20 V, r = 1 Ω. D. = 60 V, r = 4 Ω.","",""
"Câu 22: Người ta mắc hai cực nguồn điện ko đổi với một biến trở. Điều chỉnh biến trở, đo hiệu điện thế U giữa hai cực của nguồn và dòng điện I chạy qua mạch ta vẽ lược đồ thị như hình vẽ. Xác định suất điện động và điện trở trong của nguồn? A. A.; B. . B.; . ξ = 4 V; r = 0,25 Ω. C. C. ; C. . D.; .","",""
"Câu 23: Một nguồn điện một chiều mắc vào hai đầu một biến trở, dùng ampe kế và vôn kế lí tưởng để đo dòng điện trong mạch và hiệu điện thế hai đầu biến trở. Khi biến trở có R = R1 thì số chỉ ampe kế và vôn kế là 1,0 A và 10,5V. Khi biến trở R = R2 thì số chỉ ampe kế và vôn kế là 2,0 A và 9,0 V. Khi biến trở có R = R3 thì số chỉ ampe kế là 4A thì số chỉ của vôn kế là: A.6 V. B.10 V. C. 8 V. D. 12 V.","",""
"Câu 24: Biết rằng khi điện trở mạch ngoài của một nguồn điện tăng từ 2 đến 9 thì hiệu suất của nguồn tăng gấp ba lần. Điện trở trong của nguồn có trị số là A. 1,44 . B. 12,00 . C. 5,00 . D. 5,14 .","",""
"Câu 25: Mắc vào nguồn = 21V điện trở R1 = 9 Ω thì dòng điện trong mạch là 1A. Mắc thêm vào mạch điện trở R2 nối tiếp với R1 thì thấy công suất của mạch ngoài không thay đổi so với khi chưa mắc. Giá trị R2 bằng: A. 7 Ω. B. 12 Ω. C. 16 Ω. D. 9 Ω.","",""
"Câu 26: Một nguồn điện có suất điện động 1,5 V, điện trở trong 0,1 Ω. Mắc vào hai cực nguồn điện trở R1 và R2. Khi R1 nối tiếp R2 thì cường độ dòng điện qua mỗi điện qua mỗi điện trở là 1,5 A. Khi R1 song song R2 thì cường độ dòng điện tổng cộng qua 2 điện trở là 5 A. Giá trị của R1 và R2 bằng: A. R1= 0,2 Ω; R2= 0,9 Ω. B. R1= 0,4 Ω; R2= 0,5 Ω. C. R1= 0,6 Ω; R2= 0,3 Ω. D. R1= 0,2 Ω; R2= 0,7 Ω.","",""
"Câu 27: Cho mạch điện có sơ đồ như hình bên: V ; R1 = 4 Ω; R2 = R3 = 10 Ω. Bỏ qua điện trở của ampe kế và dây nối. Số chỉ của ampe kế là 0,6 A. Giá trị điện trở trong r của nguồn điện là A. 1,2 Ω. B. 0,5 Ω. C. 1,0 Ω. D. 0,6 Ω.","",""
"Câu 28: Cho mạch điện như sơ đồ hình vẽ, trong đó bộ nguồn có suất điện động 42,5 V và điện trở trong 1,0 , điện trở R1=10,0, R2 =15,0 . Điện trở của các ampe kế và các dây nối không đáng kể. Biết ampe kế A1 chỉ 1,5 A. Số chỉ ampe kế A2 và trị số của điện trở R bằng A.1,0 A và 10 . B. 1,5 A và 10 . C. 1,5 A và 10 . D. 1,0 A và 15 .","PHẦN II. CÂU TRẮC NGHIỆM ĐÚNG SAI",""
"Câu 29: Cho mạch điện như hình bên. Biết suất điện động của bộ nguồn là = 7,8 V; Điện trở trong r = 0,4 Ω; R1 = R2 = R3 = 3 Ω; R4 = 6 Ω. Chọn phát biểu đúng và sai? a) Điện trở tương đương của mạch là b) Cường độ dòng điện chạy qua nguồn bằng 1,95 A c) Hiệu điện thế hai đầu nguồn điện là 6,0 V d) Cường độ dòng điện chạy qua R1 bằng 1,7 A","",""
"Câu 30: Chọn phát biểu đúng và sai: a) Suất điện động của nguồn điện đặc trưng cho khả năng thực hiện công của nguồn điện. b) Suất điện động của nguồn điện được đo bằng thương số (A là công của nguồn điện, q là điện tích) c) Đơn vị của suất điện động là vôn (V) d) Suất điện động của nguồn điện đặc trưng cho khả năng tích điện của nguồn điện","",""
"Câu 31: Cho mạch điện như hình vẽ: Biết = 9 V; r = 1 Ω; R1 = 5 Ω; R2 = 20 Ω; R3 = 30 Ω. Bỏ qua điện trở của dây nối. Chọn phát biểu đúng và sai? a) Tổng điện trở của toàn mạch (mạch trong và mạch ngoài) là 17 b) Cường độ dòng điện qua mạch chính bằng 0,5 A c) Hiệu điện thế hai đầu R1 là 2,5 V d) Cường độ dòng điện chạy qua R3 bằng 0,3 A","",""
"Câu 32: Cho mạch điện như hình vẽ: Biết = 12 V; r = 1 Ω; R1 = 5 Ω; R2 = R3 = 10 Ω. Bỏ qua điện trở của dây nối. Chọn phát biểu đúng và sai? a) Điện trở tương đương của mạch ngoài bằng b) Cường độ dòng điện chạy qua mạch chính bằng 2,4 A c) Hiệu điện thế giữa hai đầu R1 là 9,6 V d) Cường độ dòng điện chạy qua R2 bằng 0,96 A","",""
